chart_id,family,seed,opportunity,proposal_id,parent_id,anchor_time,anchor_beat,end_time,end_beat,lane,membership,action,rng_before,rng_after
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",1,"OP-00005405-LnInterior-S53-T8240-A8240",0c0598f7c40832fc0466305a4fea7814b84782ef4dc4385c32ff585830b59006,O00000053,8240,23,249599999999993800106666667,8666,24,499199999999993466880000001,4,NoObservedRelation,ABSTAIN,110,110
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005407-LnInterior-S74-T10882-A10882",ccb56460445baf0e0d86bc8316a7ed7461367be1394fd51da083650c2820c3e4,O00000074,10882,30,999466666666658400142222222,11308,32,249066666666658066915555556,4,NoObservedRelation,ABSTAIN,136,136
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005411-LnInterior-S145-T16336-A16336",e0cf9a6ace6c11603d113a5c4b08829c3bd440f23e76ea279137e8ebfa33454f,O00000145,16336,46,997866666666654133902222222,16762,48,247466666666653800675555552,2,NoObservedRelation,ABSTAIN,234,234
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005425-LnInterior-S2003-T100029-A100029",037c9d2c34575c67831b17ba7ab8ac392dc9f4d892dc16e15fa8cfd1bde6b5bf,O00002003,100029,292,49733333333325533404444444,100114,292,74666666666658860088888888,0,NoObservedRelation,ABSTAIN,2461,2461
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005434-LnInterior-S2219-T115200-A115200",7076b99f69c5619714d067fc59dbf30fb3d7ff3c9c544c69a07f943232644f13,O00002219,115200,336,99893333333324346695111111,115242,337,12213333333324343409777778,2,CandidateObservedUnique,ADMIT,2772,2772
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005439-LnInterior-S2240-T116862-A116862",56319ca293201ae10fd3ca541e8f308c9d529b4f34b6343543d034c95f7ab236,O00002240,116862,341,87413333333324216689777778,116947,342,12346666666657543374222222,3,NoObservedRelation,ABSTAIN,2794,2794
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005441-LnInterior-S2334-T123041-A123041",5e16cccdbd9be472e88654eefeaef550d08f76cf1dc4b97c9f2fc3d6cd7898b3,O00002334,123041,359,99919999999990400021333333,123126,360,24853333333323726705777778,1,NoObservedRelation,ABSTAIN,2961,2961
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005453-LnInterior-S2686-T141492-A141492",10d1cb07a99b2abefe2fafcb96d852ee1cbaa58cdb9726c70dbaba9f1a3045ff,O00002686,141492,414,12213333333322290076444444,141535,414,2482666666665562004622222,2,NoObservedRelation,ABSTAIN,3441,3441
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005455-LnInterior-S2709-T143154-A143154",c77d4f58618ba5783c2e0a46e7544476752bd979783c334195f50978625c5d0d,O00002709,143154,418,99733333333322160071111111,143197,419,12346666666655490040888886,3,CandidateNotObserved,ABSTAIN,3494,3494
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005457-LnInterior-S2733-T143666-A143666",0854cc08f5a4ce776313164873d73dcdb854ca415bf9a441cef79e32204d6b22,O00002733,143666,420,49919999999988786688,143709,420,62533333333322116657777777,4,CandidateNotObserved,ABSTAIN,3508,3508
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005460-LnInterior-S2784-T147245-A147245",5720cc41da57a766a05c2b7b8f2a78e217cda7b67a3be86242133156b31796e0,O00002784,147245,430,99759999999988506730666667,147287,431,12079999999988503445333338,6,NoObservedRelation,ABSTAIN,3603,3603
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005465-LnInterior-S2837-T149120-A149120",8b03ed119da442cb2df968988c9920e8a231536ccf92c44053490451c7343bbb,O00002837,149120,436,49759999999988360064,149163,436,62373333333321690033777776,2,CandidateNotObserved,ABSTAIN,3670,3670
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005467-LnInterior-S2865-T151336-A151336",ecd984f092ddad1c863e3403161adb17521ba61cdb93f2804e4963db85471810,O00002865,151336,442,99786666666654853390222222,151379,443,12399999999988183360000003,5,CandidateNotObserved,ABSTAIN,3736,3736
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005469-LnInterior-S2951-T154916-A154916",7f697e138191bc8c7d06461c8fed2b7f895f070e16465c386e4ab6535911189c,O00002951,154916,453,49919999999987906688,154958,453,62239999999987903402666666,5,CandidateObservedAmongAlternatives,ADMIT,3836,3836
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005477-LnInterior-S3468-T181166-A181166",fed0e12976ccf7422215279714c3c47bf6a522eda651a5f9a270d2bc02877604,O00003468,181166,530,49919999999985853354666667,181208,530,62239999999985850069333329,4,CandidateNotObserved,ABSTAIN,4474,4474
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",13,"OP-00005495-LnInterior-S5219-T248836-A248836",ac3dc5772bf87a8e5264eca83ef81cf24467ca84dee1353eb689d394d5675284,O00005219,248836,728,99786666666647226723555556,249006,729,49653333333313880092444444,5,NoObservedRelation,ABSTAIN,6517,6517
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005400-LnInterior-S11-T2189-A2189",ed0364174c2b8a7b782b6451dbdee3f365e172dba1a4731cfbb9964cfba1aa06,O00000011,2189,5,4999999999999985333333333333,2615,6,7495999999999982001066666663,4,CandidateNotObserved,ABSTAIN,27,27
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005401-LnInterior-S11-T2870-A2870",3c4c7bf7e9a65a4a3c5ddba05abfa70e56511f09a35dfe519ae4dcb21810aeba,O00000011,2870,7,49759999999999800064,3296,8,747199999999997667413333334,2,NoObservedRelation,ABSTAIN,36,36
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005407-LnInterior-S74-T10882-A10882",ccb56460445baf0e0d86bc8316a7ed7461367be1394fd51da083650c2820c3e4,O00000074,10882,30,999466666666658400142222222,11308,32,249066666666658066915555556,4,NoObservedRelation,ABSTAIN,134,134
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005414-LnInterior-S221-T21279-A21279",51362d67d4756826ab8b678a016a31defa9766c68f7a89e5627d340f785878f1,O00000221,21279,61,497333333333316934044444444,21322,61,623466666666650233742222221,1,CandidateNotObserved,ABSTAIN,333,333
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005429-LnInterior-S2053-T102927-A102927",4a50ea156970a9ef2dd44122b7e654bd4f61cce49671e838b9afe9489d37853e,O00002053,102927,300,99813333333325306716444444,102969,301,12133333333325303431111110,4,NoObservedRelation,ABSTAIN,2552,2552
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005432-LnInterior-S2200-T112473-A112473",6930e78b56f1ea9941fdf3cfb6fd56657ebdc1cf821f7d93432fdddea46c1d1f,O00002200,112473,328,99973333333324560007111111,112515,329,12293333333324556721777778,4,CandidateObservedUnique,ADMIT,2763,2763
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005439-LnInterior-S2240-T116862-A116862",8aad690d392c24e03a0e94187f873833f34e5eebf517b0b0a9d8261e99300f64,O00002240,116862,341,87413333333324216689777778,116904,341,99733333333324213404444445,0,NoObservedRelation,ABSTAIN,2814,2814
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005447-LnInterior-S2539-T134632-A134632",7b822bb912d269920da391ef57b89e9b30a12feac07877f06808ccd4f94929de,O00002539,134632,393,99946666666656160014222222,134675,394,12559999999989489983999999,5,CandidateNotObserved,ABSTAIN,3274,3274
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005451-LnInterior-S2636-T138211-A138211",5c5db50821df58bdce3b91f853a4df5bd9279890bd5742f79beaabe403178208,O00002636,138211,404,49786666666655880056888889,138253,404,62106666666655876771555556,4,NoObservedRelation,ABSTAIN,3384,3384
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005450-LnInterior-S2636-T138552-A138552",3b2f391f26dc8fcdd15fadb5d2ebacded9e73380a2fb065fa64b25c8691752d1,O00002636,138552,405,49813333333322520049777778,138594,405,62133333333322516764444447,1,CandidateNotObserved,ABSTAIN,3396,3396
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005453-LnInterior-S2686-T141492-A141492",1fd1a315eb17959935686bd0f8e4fdefaa96c39579dacd15bc496c2dfc2b7d80,O00002686,141492,414,12213333333322290076444444,141534,414,24533333333322286791111112,2,NoObservedRelation,ABSTAIN,3479,3479
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005457-LnInterior-S2733-T143666-A143666",9b936d3e9bd3baba68a87164de61e3d9e03198cd5c745962abfaa32f293df942,O00002733,143666,420,49919999999988786688,143708,420,62239999999988783402666667,4,CandidateObservedUnique,ADMIT,3546,3546
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005461-LnInterior-S2784-T147416-A147416",9bdd828a3c58431d10e2dbc2f41098344d7f49dc3689e7fe8d83accb352f0f90,O00002784,147416,431,49919999999988493354666667,147459,431,6253333333332182332444444,0,CandidateNotObserved,ABSTAIN,3652,3652
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005464-LnInterior-S2837-T149461-A149461",69ddc46a0515b161bd27223b1aadef9cd9a65666b744966bde624b5eb8b8aaec,O00002837,149461,437,49786666666655000056888889,149504,437,62399999999988330026666667,6,CandidateObservedAmongAlternatives,ADMIT,3725,3725
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",14,"OP-00005467-LnInterior-S2865-T151336-A151336",cb67e2f5446fce62777932aadacf6e92bcc05f31ad55a19c897b44f6a84d6226,O00002865,151336,442,99786666666654853390222222,151720,444,12426666666654823352888889,5,CandidateNotObserved,ABSTAIN,3784,3784
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005402-LnInterior-S32-T4916-A4916",9482786a10fedc51dc004af1723ae86eaf961f27d1166f45d3c78ba2e6b097ae,O00000032,4916,13,499199999999996400213333333,5001,13,748533333333329667057777777,6,CandidateNotObserved,ABSTAIN,57,57
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005405-LnInterior-S53-T8240-A8240",69a3195221b7a032b6f53aa073a3695a3010fb429cfee1872d2a1d6bac718ac5,O00000053,8240,23,249599999999993800106666667,8751,24,748533333333326733724444444,4,NoObservedRelation,ABSTAIN,98,98
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005409-LnInterior-S108-T13609-A13609",551f81500a7d207740a67f5742d31efa58bfc258651144bc39775853af38a80f,O00000108,13609,38,998666666666656267022222222,14035,40,248266666666655933795555556,4,NoObservedRelation,ABSTAIN,189,189
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005412-LnInterior-S181-T19064-A19064",f91be42def478e85c33466b55d1116bc16d05775d1cef5c46a321cd7e765a93d,O00000181,19064,54,999999999999985333333333333,19106,55,12319999999998530048000000,5,NoObservedRelation,ABSTAIN,299,299
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005416-LnInterior-S581-T43268-A43268",7a39a0c6d732d81a2818bfcf1ae983df49b2dc65f6ecf47d381f5a57c140821a,O00000581,43268,125,99839999999996640042666667,43524,126,74933333333329953351111111,1,CandidateNotObserved,ABSTAIN,843,843
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005425-LnInterior-S2003-T100029-A100029",3abea7afdab8a150176969c1205a5b1cf6ddb8a47625dfff60aa89e05a8e39f6,O00002003,100029,292,49733333333325533404444444,100072,292,62346666666658863374222221,0,NoObservedRelation,ABSTAIN,2523,2523
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005430-LnInterior-S2197-T111109-A111109",cbafb7a12d41f955bec1126d17868f99e394b4394cff1555a1a30ca9c5e3bfa4,O00002197,111109,324,99866666666658000035555556,111151,325,12186666666657996750222223,4,NoObservedRelation,ABSTAIN,2785,2785
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005447-LnInterior-S2539-T134632-A134632",5dd33cb58f3b874bacd1c73f03627995a10245f37899e77b4d87831fd093431f,O00002539,134632,393,99946666666656160014222222,134674,394,12266666666656156728888888,5,CandidateNotObserved,ABSTAIN,3292,3292
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005448-LnInterior-S2611-T137359-A137359",6d2500121c14e1d19d3a32dc291d9bb98042cc3b788d4054170c61487b419067,O00002611,137359,401,99866666666655946702222222,137402,402,12479999999989276671999998,4,CandidateNotObserved,ABSTAIN,3372,3372
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005451-LnInterior-S2636-T138211-A138211",a4e833da6b6f540149f4c70a2843a63341d0b72e25ed2afb823cc4a2abff0da9,O00002636,138211,404,49786666666655880056888889,138254,404,62399999999989210026666668,1,NoObservedRelation,ABSTAIN,3399,3399
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005452-LnInterior-S2686-T141620-A141620",55b0748b914eadc52688a0fa86d4dc982e29a049974cbfc08edd9f4cc216e9ab,O00002686,141620,414,49759999999988946730666667,141663,414,6237333333332227670044444,0,CandidateNotObserved,ABSTAIN,3503,3503
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005459-LnInterior-S2760-T145370-A145370",49701d0d99f7183f87cf9cfae35a00b630e11b259a9e5cbd0a2d684ad0d88fc5,O00002760,145370,425,49759999999988653397333333,145412,425,62079999999988650112000001,6,CandidateNotObserved,ABSTAIN,3607,3607
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005460-LnInterior-S2784-T147245-A147245",760817ab0c4ca8e07dc0a82c5efcf49a689f57594766ac2fab058215da3d92df,O00002784,147245,430,99759999999988506730666667,147288,431,12373333333321836700444449,6,NoObservedRelation,ABSTAIN,3668,3668
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005463-LnInterior-S2809-T148652-A148652",95064ed3efa8a0bb18c8d6d51bad7badc6a7ef6af29e3f098c6e4dad2b36a134,O00002809,148652,435,12479999999988396672,148695,435,25093333333321726641777774,0,NoObservedRelation,ABSTAIN,3712,3712
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005462-LnInterior-S2809-T148779-A148779",6d6c0c528b1b57da62c2f800ad23eaf7fdf68e108e6f23a856c0f644683f5069,O00002809,148779,435,49733333333321720071111111,148821,435,62053333333321716785777773,0,NoObservedRelation,ABSTAIN,3718,3718
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005466-LnInterior-S2865-T150995-A150995",bf5ada2d9b5bec28fec8a4a82fdc0e079e86680b0e32c404e536fa3fb4c12238,O00002865,150995,441,99759999999988213397333333,151038,442,12373333333321543367111112,5,CandidateNotObserved,ABSTAIN,3790,3790
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005472-LnInterior-S3443-T178439-A178439",a4d6c27f7247478bc2491c1c4789afcf0f0ac97dadf3fe80392909b70c14a6bf,O00003443,178439,522,49999999999986066666666667,178950,523,99893333333319360028444443,2,CandidateNotObserved,ABSTAIN,4511,4511
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005477-LnInterior-S3468-T181166-A181166",6c7a1f63dae60d5649ab4357d205fbd5800417a8695468cb0a9479b744bb9f04,O00003468,181166,530,49919999999985853354666667,181677,531,99813333333319146716444443,4,CandidateNotObserved,ABSTAIN,4540,4540
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",15,"OP-00005480-LnInterior-S4356-T218666-A218666",1897ab60d5f437882e2fbaa68b2246976c876de338de592a6ab747c550b67864,O00004356,218666,640,49919999999982920021333333,218751,640,74853333333316246705777782,2,CandidateNotObserved,ABSTAIN,5634,5634
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005402-LnInterior-S32-T4916-A4916",2453f9d1bca918992e0b3090898d381913e6f0a90fa339911759f9339a91d398,O00000032,4916,13,499199999999996400213333333,5342,14,748799999999996066986666666,3,CandidateNotObserved,ABSTAIN,60,60
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005403-LnInterior-S32-T5598-A5598",6e6548a070351a12d9a292b71a670a0c557f6cd0e07f15ba2faa61c2bd1a9c4b,O00000032,5598,15,499733333333329200071111111,6024,16,749333333333328866844444445,2,NoObservedRelation,ABSTAIN,67,67
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005407-LnInterior-S74-T10882-A10882",ccb56460445baf0e0d86bc8316a7ed7461367be1394fd51da083650c2820c3e4,O00000074,10882,30,999466666666658400142222222,11308,32,249066666666658066915555556,4,NoObservedRelation,ABSTAIN,134,134
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005412-LnInterior-S181-T19064-A19064",488d516e4ff3a782fa94fbed1bb2cd92ffaa3a882c747c4d4f9689a8ca7399f8,O00000181,19064,54,999999999999985333333333333,19788,57,123733333333318100337777778,2,NoObservedRelation,ABSTAIN,290,290
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005414-LnInterior-S221-T21279-A21279",51362d67d4756826ab8b678a016a31defa9766c68f7a89e5627d340f785878f1,O00000221,21279,61,497333333333316934044444444,21322,61,623466666666650233742222221,1,CandidateNotObserved,ABSTAIN,349,349
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005425-LnInterior-S2003-T100029-A100029",037c9d2c34575c67831b17ba7ab8ac392dc9f4d892dc16e15fa8cfd1bde6b5bf,O00002003,100029,292,49733333333325533404444444,100114,292,74666666666658860088888888,2,NoObservedRelation,ABSTAIN,2499,2499
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005431-LnInterior-S2197-T111791-A111791",ed6409848a1af000a4beb8c0cd8de26f497c7aa0844710f25ee055531ba90ec7,O00002197,111791,326,99919999999991280021333333,113197,331,12346666666657836707555556,2,NoObservedRelation,ABSTAIN,2768,2768
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005439-LnInterior-S2240-T116862-A116862",56319ca293201ae10fd3ca541e8f308c9d529b4f34b6343543d034c95f7ab236,O00002240,116862,341,87413333333324216689777778,116947,342,12346666666657543374222222,6,NoObservedRelation,ABSTAIN,2826,2826
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005441-LnInterior-S2334-T123041-A123041",297e773fdb08e3d5e9611d4efdacfe9bc5c540be7fc46e59c770969ded03caf5,O00002334,123041,359,99919999999990400021333333,123083,360,12239999999990396736000000,1,NoObservedRelation,ABSTAIN,2984,2984
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005448-LnInterior-S2611-T137359-A137359",65dbd90be3bea9ed5565e6ae5da8de1087ad1d085c4fd9b29dd4691f7a98b371,O00002611,137359,401,99866666666655946702222222,137401,402,12186666666655943416888888,2,CandidateNotObserved,ABSTAIN,3352,3352
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005451-LnInterior-S2636-T138211-A138211",5c5db50821df58bdce3b91f853a4df5bd9279890bd5742f79beaabe403178208,O00002636,138211,404,49786666666655880056888889,138253,404,62106666666655876771555556,1,NoObservedRelation,ABSTAIN,3376,3376
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005453-LnInterior-S2686-T141492-A141492",10d1cb07a99b2abefe2fafcb96d852ee1cbaa58cdb9726c70dbaba9f1a3045ff,O00002686,141492,414,12213333333322290076444444,141535,414,2482666666665562004622222,2,NoObservedRelation,ABSTAIN,3458,3458
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005452-LnInterior-S2686-T141620-A141620",1ece7e8fcf2b193a0bd8689923f2e1751e96495519494f1b6be979b9ca5c73f6,O00002686,141620,414,49759999999988946730666667,141662,414,62079999999988943445333332,1,CandidateNotObserved,ABSTAIN,3464,3464
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005457-LnInterior-S2733-T143666-A143666",0854cc08f5a4ce776313164873d73dcdb854ca415bf9a441cef79e32204d6b22,O00002733,143666,420,49919999999988786688,143709,420,62533333333322116657777777,4,CandidateNotObserved,ABSTAIN,3528,3528
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005456-LnInterior-S2733-T144007-A144007",c442b9c04ad5feab8c3a8bb99019753c00b7bc2e55e4a54d504a24ebbba4bc9f,O00002733,144007,421,49946666666655426680888889,144049,421,62266666666655423395555557,0,CandidateNotObserved,ABSTAIN,3541,3541
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",16,"OP-00005459-LnInterior-S2760-T145370-A145370",49701d0d99f7183f87cf9cfae35a00b630e11b259a9e5cbd0a2d684ad0d88fc5,O00002760,145370,425,49759999999988653397333333,145412,425,62079999999988650112000001,6,CandidateNotObserved,ABSTAIN,3582,3582
